Text: зрительную, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: информацию, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: зрительный, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: центр, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: в, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: затылочной, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: как, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: части, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: коры, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: больших, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: полушарий, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: (кбп)->, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: центр, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: лесециаливной, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: памяти, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: кап, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: собака, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: выполняет, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: как, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: сна, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: хорош, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: под, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: светом, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: шапочки, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: придомовый, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: мор, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: слюнная, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: жена, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: а, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: Высокое, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: артериальное, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: давления, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: в, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: сонной, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: артерии, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: жирафа, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: требуется, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: для, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: доставки, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: кислород, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: к, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: головному, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: могу, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: У, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: человека, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: шея, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: короче, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: чем, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: у, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: жизни, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: поэтому, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: жира, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: и, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: требуется, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: большее, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: артериальное, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: давление, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: чтобы, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: прово, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: поднималась, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: на, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: такую, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: высоту, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: Отечность, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: нижних, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: конечностей, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: у, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: людей, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: при, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: патологически, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: повышенном, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: артериальном, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: давлении, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: вызывается, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: из-за, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: токов, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: что, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: там, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: замасливает, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: са, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: кровь, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: Высокое, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: давление, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: приводит, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: к, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: быстрее, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: поступлению, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: большого, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: объема, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: прови, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: у, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ван, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: нава, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: хвастает, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: просветы, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: сосуда, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: ула, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: того, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: объема, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: из-за, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: чего, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: они, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: расширяются, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: но, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: при, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
Text: этом, Number: 22, Confidence: 0.44, Bbox: [62.260719299316406, 41.32477951049805, 2280.57373046875, 530.89306640625]
