Text: Данный, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: бланк, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: использовать, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: только, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: после, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: заполнения, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: бланка, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: ответов, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: -с, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: а, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: лист, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: а, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: препаратов, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: -де, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: аномалия, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: кисти, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: анормальное, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: развитие, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: кисти, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: гипертрихоз, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: денет, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: четверти, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: а, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: ше, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: а, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: х, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: б, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
Text: -с, Number: 28, Confidence: 0.69, Bbox: [840.148193359375, 121.76959228515625, 2301.7529296875, 2578.476318359375]
