Text: внимание, Number: none, Confidence: none, Bbox: none
Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: листов, Number: none, Confidence: none, Bbox: none
Text: основного, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: <unk>, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: остальные, Number: none, Confidence: none, Bbox: none
Text: папашины, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: температуру, Number: none, Confidence: none, Bbox: none
Text: среды, Number: none, Confidence: none, Bbox: none
Text: солнечный, Number: none, Confidence: none, Bbox: none
Text: вижусь, Number: none, Confidence: none, Bbox: none
Text: вклинить, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: тапа, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Такой, Number: none, Confidence: none, Bbox: none
Text: гонялось, Number: none, Confidence: none, Bbox: none
Text: позволит, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: действительно, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: влияет, Number: none, Confidence: none, Bbox: none
Text: лекарственное, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: сущ, Number: none, Confidence: none, Bbox: none
Text: задание, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: такой, Number: none, Confidence: none, Bbox: none
Text: чеддер, Number: none, Confidence: none, Bbox: none
Text: промежуток, Number: none, Confidence: none, Bbox: none
Text: времени, Number: none, Confidence: none, Bbox: none
Text: мяли, Number: none, Confidence: none, Bbox: none
Text: недостать, Number: none, Confidence: none, Bbox: none
Text: быстро, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: перестало, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: среде, Number: none, Confidence: none, Bbox: none
Text: питательная, Number: none, Confidence: none, Bbox: none
Text: львинка, Number: none, Confidence: none, Bbox: none
Text: писатель, Number: none, Confidence: none, Bbox: none
Text: закончиться, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: возможно, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: такой, Number: none, Confidence: none, Bbox: none
Text: промежуток, Number: none, Confidence: none, Bbox: none
Text: времени, Number: none, Confidence: none, Bbox: none
Text: ни, Number: none, Confidence: none, Bbox: none
Text: мнении, Number: none, Confidence: none, Bbox: none
Text: вижусь, Number: none, Confidence: none, Bbox: none
Text: прошли, Number: none, Confidence: none, Bbox: none
Text: мутировать, Number: none, Confidence: none, Bbox: none
Text: встать, Number: none, Confidence: none, Bbox: none
Text: резистентны, Number: none, Confidence: none, Bbox: none
Text: мутным, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: лекарственному, Number: none, Confidence: none, Bbox: none
Text: препарату, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: качество, Number: none, Confidence: none, Bbox: none
Text: пушок, Number: none, Confidence: none, Bbox: none
Text: вирусное, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: бы, Number: none, Confidence: none, Bbox: none
Text: слышалось, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: оставалось, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: том, Number: none, Confidence: none, Bbox: none
Text: же, Number: none, Confidence: none, Bbox: none
Text: уровне, Number: none, Confidence: none, Bbox: none
Text: Биохимический, Number: none, Confidence: none, Bbox: none
Text: межд, Number: none, Confidence: none, Bbox: none
Text: года, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: жизненный, Number: none, Confidence: none, Bbox: none
Text: цикле, Number: none, Confidence: none, Bbox: none
Text: бы, Number: none, Confidence: none, Bbox: none
Text: выражено, Number: none, Confidence: none, Bbox: none
Text: быстрое, Number: none, Confidence: none, Bbox: none
Text: разливание, Number: none, Confidence: none, Bbox: none
Text: Спра, Number: none, Confidence: none, Bbox: none
Text: таком, Number: none, Confidence: none, Bbox: none
Text: новые, Number: none, Confidence: none, Bbox: none
Text: появились, Number: none, Confidence: none, Bbox: none
Text: вирусы, Number: none, Confidence: none, Bbox: none
Text: устойчивые, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: лекарству, Number: none, Confidence: none, Bbox: none
Text: распространяется, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: быстрое, Number: none, Confidence: none, Bbox: none
Text: вотирование, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: Дик, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: веслу, Number: none, Confidence: none, Bbox: none
Text: вы, Number: none, Confidence: none, Bbox: none
Text: вокруг, Number: none, Confidence: none, Bbox: none
Text: ерик, Number: none, Confidence: none, Bbox: none
Text: например, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: то, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: прибью, Number: none, Confidence: none, Bbox: none
Text: обратная, Number: none, Confidence: none, Bbox: none
Text: хек, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: года, Number: none, Confidence: none, Bbox: none
Text: традиционные, Number: none, Confidence: none, Bbox: none
Text: переводы, Number: none, Confidence: none, Bbox: none
